1,700,0.04636333048501307
1,457,0.03483214940076199
2,427,0.03760866837827373
3,112,0.03309821477620288
3,324,0.04880500186413948
4,753,0.04223035172039607
4,1000,0.06676594006040008
5,974,0.03802941965266801
5,825,0.06756833361748554
5,363,0.046310144563589506
6,562,0.04834677185521583
6,299,0.06825190631706086
6,62,0.04906793430047114
6,995,0.05923581030634582
6,703,0.04747608368983911
6,196,0.04780516169210369
6,317,0.04573533884909125
6,860,0.038850300518668945
6,1003,0.05757998104251627
7,692,0.03615729718532978
7,805,0.045283022526103035
7,440,0.06010633959865276
7,489,0.03953251685936206
7,307,0.06142369177272776
7,43,0.03399646035253831
7,927,0.044048464224245056
8,170,0.04465039361085557
8,485,0.04200287855474209
8,819,0.0475843045419119
8,340,0.054559385119355895
9,800,0.0607127148109372
9,212,0.05113003860138327
9,271,0.05693122558333494
9,582,0.04825728907812266
9,419,0.050453370304801556
10,658,0.05853796813918645
10,958,0.04889157270414162
10,896,0.03987258087951706
10,344,0.046752960037515584
11,661,0.045584901665282916
11,338,0.062195011202819894
11,509,0.03741819941343853
11,267,0.03781127297274278
11,114,0.052336026674900366
12,291,0.05645058845485205
12,983,0.05095812319077528
12,340,0.04591077689961516
12,262,0.04368435922379335
12,940,0.05998560084924516
12,271,0.053321322023596573
12,616,0.03758064845446853
13,759,0.0500390148507085
13,175,0.06635731787627447
13,842,0.056363426650452325
13,482,0.04467009235123156
13,865,0.03359065038403415
14,111,0.04322321987086129
14,133,0.05182633517727182
14,232,0.03148039389929391
14,23,0.040544030915578955
14,542,0.06258238167723024
15,269,0.06074056187518734
16,148,0.05709685403507455
16,362,0.0563466726894554
16,787,0.0545088966101911
16,336,0.044302721852410486
17,222,0.03764026684962467
17,420,0.03331659449568422
17,289,0.04894856212575663
17,568,0.05750283556676269
18,671,0.06930805456713855
18,68,0.04829220250729273
18,205,0.04442271690166467
19,929,0.04279789191354582
19,752,0.04281873749896763
19,886,0.05090403492848949
20,1001,0.06437536557001451
20,68,0.04710193724584374
21,599,0.05290258383064815
21,946,0.05072984612095524
21,52,0.06729291555480278
21,542,0.06077727453297992
22,907,0.05123933957721005
22,362,0.04885199637553301
22,834,0.02790763987138211
22,872,0.04530637112840169
23,426,0.051348159797132024
24,808,0.046459666875191895
24,753,0.08368744884220877
24,426,0.059600916929784684
24,571,0.05340203047753257
25,439,0.06284517702695931
25,887,0.050355756566308287
25,742,0.04741076252445322
25,929,0.03013390534145931
25,583,0.03917208137585296
26,524,0.041875698347057407
26,91,0.0598916351465072
26,288,0.05797188025995631
27,750,0.03177783251017114
27,948,0.043356639081446685
27,167,0.055578116311512826
27,522,0.06168982758943947
27,491,0.027849012766965813
28,423,0.05205614491307433
28,71,0.04642523766483787
29,496,0.04852662543938209
29,67,0.05384221328620591
29,277,0.061539912128461174
30,340,0.04815705554596152
30,343,0.04338374117603763
30,264,0.04880835700116366
31,222,0.05307476482624006
31,473,0.050940670747480744
31,999,0.05914746245704102
32,357,0.0638471401942195
32,699,0.03333440235967475
32,457,0.042942828476491966
32,258,0.07707043100178114
32,517,0.05269504156252056
32,950,0.06728202470805988
33,162,0.044323815855420674
33,733,0.05901721251302575
33,584,0.04684834722043909
34,740,0.045401743734234126
34,886,0.04719289551453778
35,877,0.048462279659336346
35,611,0.045313189755794694
35,684,0.03856651257774259
36,395,0.06021109903827344
36,372,0.05908896586084782
37,870,0.07618524428329954
37,939,0.059507461496719656
37,862,0.04662896688325756
37,1021,0.05415575961215728
37,858,0.046784958912642
37,271,0.05048685950813264
37,61,0.07830079193307547
38,596,0.047797759752326745
38,300,0.05113072510312065
39,696,0.04990307023850168
39,101,0.05555164289314894
39,460,0.049919329897660965
39,752,0.054473089755857546
40,717,0.05011384952016607
40,320,0.048381129463107804
41,712,0.04868316426167961
41,745,0.05915488591493947
41,926,0.03627069942845436
41,797,0.055531452976698766
41,686,0.051298503000727094
42,688,0.04646142835638612
42,649,0.03766008635252866
42,604,0.058321749157996296
43,1012,0.04456791441576847
43,81,0.06264004830403874
44,943,0.03892255477902683
44,811,0.05368735782285321
44,819,0.04815522811758884
45,142,0.06651446607114862
45,346,0.047278244213539794
45,62,0.04510253186918978
45,178,0.03541561270216817
45,613,0.05345082687240258
46,608,0.0542291280064456
46,919,0.051154936108212694
46,896,0.04966815195090916
47,169,0.04280327607957142
47,1021,0.06256667617644034
47,843,0.039777127814406364
47,956,0.043333808867569636
47,769,0.0622590889906424
48,597,0.053962948434261866
48,619,0.037161187968983794
48,369,0.06265213668257705
48,98,0.0635810226202548
49,57,0.03782191704612816
49,279,0.04735982550555276
49,359,0.0519194793807655
50,742,0.05916475946715351
50,516,0.04331163800115915
50,390,0.04612931190348264
50,369,0.06365763673701649
51,140,0.05582116679248839
51,485,0.03870110781838433
51,419,0.04763944704117431
52,142,0.05213205134058497
53,700,0.05545167982173002
53,754,0.04717200878611904
54,491,0.04580445074923038
54,420,0.04180366511868147
55,741,0.04504223629154864
55,398,0.057144862969736435
55,742,0.04325466567994799
55,950,0.05517847847975769
56,374,0.058469068996358495
56,506,0.052233672386747323
56,574,0.05645784648226066
56,463,0.042203574122742976
56,226,0.04595298887448951
56,621,0.04653916955360545
56,410,0.04870520022671471
56,640,0.05140853520253524
56,1015,0.043671419149602875
56,118,0.05216466939425791
57,588,0.04373976525415808
57,110,0.050700241517146055
57,556,0.03759685837276759
57,622,0.056508948316360774
57,564,0.029421954425560577
57,635,0.03736120987642198
57,222,0.048261122521338504
58,898,0.06141416912990384
58,560,0.040961635519061824
58,139,0.04732894646294248
58,453,0.04516164626773698
58,474,0.05377335552977793
59,311,0.05493322493912404
59,796,0.04338743317646935
59,737,0.049666838044524646
59,726,0.0558674058767422
60,333,0.0676021691251921
60,870,0.05032698466205482
60,1006,0.06472480152108409
60,462,0.033042015805709715
61,687,0.05214224251826407
61,520,0.0625346266606545
61,496,0.056525110752972965
61,265,0.06082623875860235
63,88,0.06248367436152818
63,391,0.03587510644543687
63,129,0.062121175985502666
63,504,0.05417125358665909
63,959,0.043594403583112694
63,527,0.058576293787782674
63,713,0.04499562285477314
64,648,0.0719880362184918
64,966,0.05165098125856185
64,467,0.03498121880656381
64,346,0.0548850545362441
64,984,0.055928329974836086
64,849,0.05297317594007384
65,310,0.048227871843792666
65,878,0.049721005972236706
65,309,0.05226038704827439
65,488,0.04276372461439473
66,626,0.045013706635237315
66,972,0.055169311789420764
66,1017,0.046824951279310016
67,511,0.0719430274030124
67,149,0.031079148433720505
67,937,0.06492102373017354
67,973,0.04276089215394688
67,976,0.05097312057949161
67,800,0.06461334391927234
68,738,0.051251859155840955
68,747,0.05407631960601671
68,96,0.04219641603271761
68,77,0.045833339892274595
69,300,0.035178374255336514
69,712,0.048972420132522995
